Rural Location: Cherry Springs State Park (41.6646N,77.8125W)
Wavelength(nm),Elev=0.0(log(W/m2/nm)),Elev=-1.0(log(W/m2/nm)),Elev=-2.0(log(W/m2/nm)),Elev=-3.0(log(W/m2/nm)),Elev=-4.0(log(W/m2/nm)),Elev=-5.0(log(W/m2/nm)),Elev=-6.0(log(W/m2/nm)),Elev=-7.0(log(W/m2/nm)),Elev=-8.0(log(W/m2/nm)),Elev=-9.0(log(W/m2/nm)),Elev=-10.0(log(W/m2/nm)),Elev=-11.0(log(W/m2/nm)),Elev=-12.0(log(W/m2/nm)),Elev=-13.0(log(W/m2/nm)),Elev=-14.0(log(W/m2/nm)),Elev=-15.0(log(W/m2/nm)),Elev=-16.0(log(W/m2/nm)),Elev=-17.0(log(W/m2/nm)),Elev=-18.0(log(W/m2/nm))
687,-1.726,-1.833,-2.032,-2.232,-2.441,-2.755,-3.129,-3.544,-4.098,-4.615,-5.197,-5.682,-6.103,-6.611,-6.971,-7.359,-7.632,-7.730,-7.742
688,-1.744,-1.852,-2.050,-2.251,-2.460,-2.772,-3.148,-3.564,-4.118,-4.635,-5.216,-5.701,-6.124,-6.636,-6.988,-7.363,-7.641,-7.747,-7.743
689,-1.759,-1.868,-2.065,-2.266,-2.474,-2.784,-3.162,-3.579,-4.134,-4.650,-5.232,-5.714,-6.142,-6.654,-6.995,-7.363,-7.636,-7.735,-7.724
690,-1.772,-1.882,-2.079,-2.280,-2.485,-2.791,-3.169,-3.588,-4.144,-4.657,-5.240,-5.726,-6.152,-6.658,-7.004,-7.376,-7.639,-7.742,-7.733
691,-1.775,-1.884,-2.080,-2.278,-2.481,-2.787,-3.165,-3.584,-4.141,-4.654,-5.237,-5.724,-6.151,-6.659,-7.005,-7.376,-7.642,-7.735,-7.727
692,-1.771,-1.879,-2.075,-2.273,-2.476,-2.782,-3.161,-3.580,-4.136,-4.649,-5.232,-5.720,-6.147,-6.659,-7.009,-7.392,-7.668,-7.771,-7.769
693,-1.766,-1.875,-2.071,-2.269,-2.472,-2.777,-3.156,-3.575,-4.131,-4.644,-5.228,-5.715,-6.143,-6.656,-7.006,-7.389,-7.662,-7.780,-7.768
694,-1.763,-1.871,-2.067,-2.265,-2.467,-2.771,-3.148,-3.568,-4.122,-4.638,-5.221,-5.708,-6.135,-6.650,-7.007,-7.398,-7.675,-7.829,-7.802
695,-1.759,-1.865,-2.058,-2.254,-2.455,-2.758,-3.134,-3.552,-4.107,-4.623,-5.207,-5.693,-6.122,-6.638,-6.999,-7.394,-7.667,-7.806,-7.802
696,-1.753,-1.859,-2.052,-2.247,-2.447,-2.748,-3.123,-3.540,-4.095,-4.611,-5.195,-5.681,-6.109,-6.627,-6.996,-7.394,-7.676,-7.810,-7.825
697,-1.747,-1.853,-2.046,-2.241,-2.441,-2.741,-3.115,-3.532,-4.086,-4.603,-5.187,-5.672,-6.099,-6.618,-6.992,-7.403,-7.702,-7.837,-7.863
698,-1.742,-1.848,-2.041,-2.237,-2.436,-2.737,-3.111,-3.526,-4.081,-4.599,-5.182,-5.665,-6.090,-6.611,-6.985,-7.392,-7.687,-7.829,-7.857
699,-1.738,-1.843,-2.036,-2.231,-2.431,-2.731,-3.105,-3.521,-4.075,-4.593,-5.176,-5.658,-6.083,-6.605,-6.982,-7.398,-7.700,-7.840,-7.889
700,-1.734,-1.839,-2.032,-2.227,-2.426,-2.727,-3.101,-3.516,-4.070,-4.587,-5.170,-5.651,-6.075,-6.595,-6.969,-7.378,-7.660,-7.806,-7.841
701,-1.733,-1.837,-2.031,-2.225,-2.424,-2.724,-3.098,-3.513,-4.067,-4.585,-5.167,-5.647,-6.069,-6.587,-6.957,-7.366,-7.642,-7.794,-7.819
702,-1.733,-1.837,-2.030,-2.224,-2.424,-2.724,-3.097,-3.512,-4.064,-4.582,-5.164,-5.645,-6.066,-6.584,-6.953,-7.356,-7.632,-7.773,-7.786
703,-1.733,-1.836,-2.030,-2.223,-2.423,-2.722,-3.095,-3.509,-4.060,-4.579,-5.161,-5.642,-6.062,-6.583,-6.952,-7.368,-7.672,-7.799,-7.834
704,-1.730,-1.833,-2.026,-2.220,-2.420,-2.719,-3.092,-3.505,-4.057,-4.576,-5.159,-5.638,-6.057,-6.576,-6.944,-7.358,-7.643,-7.779,-7.809
705,-1.726,-1.829,-2.022,-2.216,-2.416,-2.715,-3.087,-3.501,-4.052,-4.572,-5.154,-5.633,-6.050,-6.565,-6.931,-7.326,-7.598,-7.727,-7.725
706,-1.720,-1.823,-2.017,-2.210,-2.410,-2.709,-3.082,-3.495,-4.047,-4.566,-5.149,-5.626,-6.042,-6.559,-6.921,-7.315,-7.592,-7.710,-7.687
707,-1.716,-1.819,-2.014,-2.207,-2.407,-2.706,-3.078,-3.491,-4.043,-4.563,-5.145,-5.621,-6.034,-6.548,-6.904,-7.286,-7.544,-7.670,-7.623
708,-1.712,-1.815,-2.009,-2.202,-2.402,-2.701,-3.074,-3.487,-4.038,-4.559,-5.142,-5.619,-6.035,-6.553,-6.914,-7.311,-7.586,-7.734,-7.698
709,-1.706,-1.809,-2.004,-2.197,-2.397,-2.696,-3.069,-3.481,-4.033,-4.554,-5.137,-5.613,-6.030,-6.546,-6.901,-7.297,-7.555,-7.696,-7.660
710,-1.701,-1.803,-1.998,-2.192,-2.392,-2.691,-3.063,-3.476,-4.026,-4.548,-5.131,-5.608,-6.024,-6.542,-6.900,-7.292,-7.564,-7.685,-7.668
711,-1.697,-1.799,-1.995,-2.189,-2.390,-2.690,-3.061,-3.472,-4.023,-4.546,-5.129,-5.604,-6.019,-6.537,-6.898,-7.290,-7.553,-7.674,-7.648
712,-1.701,-1.803,-1.998,-2.192,-2.393,-2.693,-3.065,-3.475,-4.026,-4.549,-5.131,-5.606,-6.023,-6.542,-6.900,-7.293,-7.560,-7.683,-7.653
713,-1.709,-1.812,-2.005,-2.199,-2.399,-2.698,-3.071,-3.481,-4.034,-4.557,-5.140,-5.616,-6.035,-6.554,-6.912,-7.317,-7.591,-7.701,-7.676
714,-1.725,-1.829,-2.023,-2.216,-2.416,-2.713,-3.085,-3.498,-4.052,-4.575,-5.158,-5.636,-6.055,-6.567,-6.932,-7.335,-7.598,-7.715,-7.695
715,-1.747,-1.852,-2.045,-2.237,-2.435,-2.732,-3.106,-3.519,-4.074,-4.597,-5.180,-5.657,-6.074,-6.584,-6.957,-7.365,-7.641,-7.759,-7.757
716,-1.776,-1.881,-2.073,-2.264,-2.460,-2.757,-3.131,-3.546,-4.100,-4.624,-5.210,-5.684,-6.098,-6.614,-6.979,-7.409,-7.681,-7.772,-7.797
717,-1.810,-1.915,-2.105,-2.296,-2.492,-2.786,-3.161,-3.578,-4.133,-4.656,-5.242,-5.718,-6.136,-6.660,-7.010,-7.442,-7.725,-7.799,-7.843
718,-1.836,-1.942,-2.129,-2.322,-2.515,-2.806,-3.183,-3.604,-4.162,-4.681,-5.265,-5.750,-6.175,-6.699,-7.046,-7.462,-7.744,-7.802,-7.852
719,-1.855,-1.965,-2.151,-2.344,-2.534,-2.820,-3.200,-3.622,-4.181,-4.698,-5.282,-5.772,-6.202,-6.725,-7.077,-7.489,-7.765,-7.848,-7.868
720,-1.880,-1.988,-2.177,-2.366,-2.556,-2.839,-3.222,-3.643,-4.204,-4.722,-5.303,-5.789,-6.221,-6.750,-7.116,-7.524,-7.822,-7.897,-7.917
721,-1.905,-2.013,-2.201,-2.389,-2.578,-2.860,-3.243,-3.667,-4.229,-4.745,-5.326,-5.807,-6.236,-6.761,-7.126,-7.531,-7.821,-7.896,-7.934
722,-1.912,-2.021,-2.206,-2.395,-2.584,-2.866,-3.249,-3.673,-4.235,-4.750,-5.329,-5.817,-6.241,-6.760,-7.128,-7.528,-7.806,-7.923,-7.942
723,-1.908,-2.016,-2.202,-2.392,-2.579,-2.860,-3.244,-3.669,-4.230,-4.746,-5.326,-5.813,-6.234,-6.752,-7.104,-7.490,-7.728,-7.810,-7.850
724,-1.906,-2.012,-2.199,-2.389,-2.575,-2.857,-3.241,-3.667,-4.227,-4.743,-5.324,-5.812,-6.236,-6.751,-7.106,-7.481,-7.716,-7.789,-7.817
725,-1.904,-2.010,-2.197,-2.386,-2.573,-2.854,-3.239,-3.665,-4.224,-4.741,-5.322,-5.810,-6.238,-6.755,-7.114,-7.494,-7.735,-7.819,-7.837
726,-1.902,-2.009,-2.195,-2.384,-2.570,-2.852,-3.236,-3.664,-4.223,-4.739,-5.321,-5.808,-6.233,-6.744,-7.097,-7.463,-7.685,-7.767,-7.777
727,-1.896,-2.002,-2.188,-2.378,-2.566,-2.848,-3.230,-3.657,-4.217,-4.733,-5.316,-5.802,-6.224,-6.731,-7.079,-7.445,-7.655,-7.731,-7.728
728,-1.888,-1.994,-2.180,-2.371,-2.559,-2.840,-3.221,-3.648,-4.209,-4.725,-5.307,-5.792,-6.214,-6.716,-7.050,-7.407,-7.600,-7.686,-7.665
729,-1.883,-1.990,-2.175,-2.367,-2.555,-2.837,-3.217,-3.643,-4.205,-4.720,-5.304,-5.788,-6.208,-6.708,-7.042,-7.396,-7.607,-7.678,-7.651
730,-1.880,-1.988,-2.173,-2.364,-2.553,-2.834,-3.214,-3.641,-4.203,-4.717,-5.300,-5.781,-6.200,-6.698,-7.028,-7.372,-7.579,-7.651,-7.627
731,-1.867,-1.973,-2.160,-2.352,-2.542,-2.823,-3.202,-3.625,-4.188,-4.705,-5.289,-5.769,-6.188,-6.689,-7.019,-7.376,-7.593,-7.676,-7.633
732,-1.856,-1.961,-2.149,-2.339,-2.531,-2.813,-3.192,-3.613,-4.173,-4.694,-5.279,-5.759,-6.178,-6.677,-7.012,-7.364,-7.590,-7.690,-7.639
733,-1.838,-1.943,-2.132,-2.321,-2.515,-2.801,-3.178,-3.599,-4.155,-4.677,-5.263,-5.745,-6.171,-6.670,-7.006,-7.353,-7.593,-7.685,-7.637
734,-1.812,-1.916,-2.109,-2.297,-2.490,-2.779,-3.155,-3.574,-4.130,-4.653,-5.239,-5.721,-6.140,-6.645,-6.987,-7.344,-7.595,-7.678,-7.641
735,-1.792,-1.896,-2.087,-2.277,-2.471,-2.760,-3.136,-3.554,-4.109,-4.634,-5.221,-5.702,-6.112,-6.623,-6.965,-7.325,-7.573,-7.654,-7.633
736,-1.779,-1.881,-2.073,-2.264,-2.460,-2.749,-3.124,-3.541,-4.096,-4.623,-5.211,-5.689,-6.102,-6.611,-6.952,-7.315,-7.561,-7.651,-7.655
737,-1.773,-1.872,-2.067,-2.256,-2.455,-2.745,-3.120,-3.535,-4.090,-4.619,-5.207,-5.681,-6.097,-6.605,-6.951,-7.317,-7.573,-7.654,-7.650
738,-1.763,-1.862,-2.058,-2.247,-2.447,-2.740,-3.112,-3.527,-4.081,-4.610,-5.198,-5.669,-6.086,-6.596,-6.940,-7.325,-7.581,-7.671,-7.666
739,-1.751,-1.850,-2.047,-2.236,-2.438,-2.732,-3.104,-3.518,-4.071,-4.600,-5.187,-5.656,-6.071,-6.583,-6.930,-7.314,-7.565,-7.668,-7.667
740,-1.741,-1.840,-2.037,-2.227,-2.429,-2.724,-3.096,-3.508,-4.060,-4.590,-5.179,-5.646,-6.059,-6.570,-6.921,-7.306,-7.574,-7.662,-7.687
741,-1.724,-1.822,-2.020,-2.209,-2.413,-2.709,-3.079,-3.490,-4.043,-4.574,-5.162,-5.629,-6.041,-6.550,-6.902,-7.292,-7.557,-7.647,-7.661
742,-1.721,-1.819,-2.017,-2.206,-2.412,-2.708,-3.077,-3.488,-4.041,-4.574,-5.161,-5.628,-6.040,-6.553,-6.907,-7.298,-7.570,-7.678,-7.693
743,-1.715,-1.812,-2.010,-2.199,-2.407,-2.703,-3.072,-3.481,-4.035,-4.568,-5.157,-5.622,-6.034,-6.548,-6.905,-7.297,-7.593,-7.716,-7.719
744,-1.706,-1.803,-2.002,-2.190,-2.399,-2.697,-3.066,-3.474,-4.028,-4.562,-5.150,-5.614,-6.027,-6.541,-6.902,-7.308,-7.609,-7.735,-7.736
745,-1.703,-1.800,-1.999,-2.187,-2.396,-2.695,-3.064,-3.472,-4.025,-4.559,-5.147,-5.612,-6.023,-6.540,-6.906,-7.316,-7.626,-7.773,-7.780
746,-1.704,-1.800,-1.999,-2.189,-2.397,-2.697,-3.066,-3.473,-4.026,-4.561,-5.149,-5.615,-6.025,-6.541,-6.905,-7.312,-7.626,-7.769,-7.789
747,-1.705,-1.800,-2.000,-2.190,-2.398,-2.699,-3.067,-3.473,-4.027,-4.564,-5.151,-5.616,-6.027,-6.540,-6.904,-7.319,-7.634,-7.763,-7.770
748,-1.699,-1.794,-1.994,-2.184,-2.393,-2.694,-3.062,-3.468,-4.021,-4.559,-5.145,-5.611,-6.020,-6.533,-6.896,-7.312,-7.601,-7.725,-7.718
749,-1.698,-1.792,-1.993,-2.183,-2.392,-2.693,-3.061,-3.466,-4.020,-4.558,-5.144,-5.611,-6.019,-6.534,-6.898,-7.314,-7.601,-7.745,-7.725
750,-1.699,-1.794,-1.994,-2.184,-2.393,-2.694,-3.064,-3.467,-4.022,-4.559,-5.146,-5.613,-6.020,-6.537,-6.905,-7.323,-7.606,-7.769,-7.766
751,-1.700,-1.795,-1.995,-2.185,-2.394,-2.696,-3.065,-3.469,-4.023,-4.561,-5.149,-5.614,-6.021,-6.540,-6.913,-7.336,-7.616,-7.783,-7.797
752,-1.708,-1.803,-2.002,-2.192,-2.402,-2.703,-3.072,-3.478,-4.031,-4.568,-5.158,-5.622,-6.027,-6.542,-6.912,-7.319,-7.578,-7.742,-7.764
753,-1.702,-1.796,-1.995,-2.185,-2.395,-2.697,-3.066,-3.472,-4.024,-4.562,-5.153,-5.616,-6.022,-6.536,-6.907,-7.311,-7.565,-7.734,-7.721
754,-1.699,-1.794,-1.993,-2.184,-2.393,-2.695,-3.063,-3.470,-4.023,-4.561,-5.151,-5.614,-6.021,-6.537,-6.915,-7.320,-7.589,-7.758,-7.744
755,-1.713,-1.806,-2.007,-2.197,-2.407,-2.707,-3.076,-3.484,-4.037,-4.574,-5.165,-5.629,-6.038,-6.555,-6.934,-7.329,-7.586,-7.731,-7.703
756,-1.730,-1.824,-2.025,-2.215,-2.424,-2.723,-3.095,-3.501,-4.056,-4.593,-5.183,-5.647,-6.054,-6.574,-6.953,-7.359,-7.628,-7.817,-7.782
757,-1.765,-1.860,-2.062,-2.251,-2.460,-2.759,-3.130,-3.537,-4.093,-4.630,-5.220,-5.685,-6.092,-6.607,-6.974,-7.370,-7.632,-7.772,-7.740
758,-1.815,-1.911,-2.111,-2.302,-2.513,-2.811,-3.182,-3.591,-4.146,-4.682,-5.269,-5.744,-6.149,-6.660,-7.010,-7.385,-7.653,-7.755,-7.715
759,-1.867,-1.965,-2.166,-2.358,-2.567,-2.866,-3.239,-3.645,-4.201,-4.735,-5.322,-5.801,-6.203,-6.704,-7.032,-7.371,-7.613,-7.678,-7.664
760,-1.931,-2.031,-2.232,-2.423,-2.632,-2.933,-3.306,-3.714,-4.271,-4.806,-5.395,-5.865,-6.275,-6.765,-7.096,-7.436,-7.704,-7.775,-7.769
761,-2.006,-2.105,-2.306,-2.500,-2.710,-3.008,-3.380,-3.798,-4.354,-4.889,-5.477,-5.952,-6.353,-6.826,-7.153,-7.481,-7.731,-7.800,-7.803
762,-2.068,-2.166,-2.370,-2.568,-2.774,-3.070,-3.448,-3.876,-4.435,-4.963,-5.545,-6.031,-6.423,-6.889,-7.203,-7.529,-7.741,-7.842,-7.793
763,-2.068,-2.167,-2.370,-2.568,-2.776,-3.069,-3.450,-3.879,-4.438,-4.966,-5.549,-6.038,-6.443,-6.937,-7.271,-7.586,-7.781,-7.893,-7.850
764,-2.070,-2.168,-2.372,-2.570,-2.777,-3.071,-3.452,-3.881,-4.439,-4.968,-5.551,-6.039,-6.444,-6.943,-7.277,-7.603,-7.772,-7.854,-7.807
765,-2.066,-2.165,-2.368,-2.566,-2.774,-3.068,-3.448,-3.877,-4.436,-4.965,-5.547,-6.036,-6.441,-6.936,-7.258,-7.594,-7.758,-7.859,-7.804
766,-2.048,-2.151,-2.353,-2.551,-2.761,-3.054,-3.442,-3.870,-4.431,-4.955,-5.534,-6.029,-6.429,-6.920,-7.244,-7.588,-7.746,-7.848,-7.831
767,-1.977,-2.081,-2.281,-2.476,-2.685,-2.977,-3.367,-3.787,-4.351,-4.878,-5.463,-5.950,-6.368,-6.898,-7.222,-7.577,-7.755,-7.857,-7.839
768,-1.913,-2.017,-2.214,-2.407,-2.615,-2.909,-3.295,-3.712,-4.275,-4.802,-5.395,-5.869,-6.283,-6.804,-7.129,-7.500,-7.691,-7.784,-7.737
769,-1.847,-1.952,-2.152,-2.343,-2.549,-2.843,-3.227,-3.642,-4.201,-4.732,-5.323,-5.797,-6.207,-6.715,-7.064,-7.429,-7.640,-7.727,-7.676
770,-1.798,-1.898,-2.102,-2.291,-2.496,-2.792,-3.172,-3.584,-4.142,-4.677,-5.265,-5.734,-6.142,-6.650,-7.003,-7.350,-7.541,-7.623,-7.579
771,-1.770,-1.867,-2.071,-2.259,-2.465,-2.764,-3.141,-3.549,-4.107,-4.641,-5.236,-5.696,-6.101,-6.610,-6.966,-7.310,-7.496,-7.584,-7.548
772,-1.752,-1.847,-2.051,-2.237,-2.446,-2.745,-3.118,-3.525,-4.080,-4.619,-5.214,-5.678,-6.078,-6.578,-6.929,-7.273,-7.456,-7.533,-7.520
773,-1.742,-1.837,-2.042,-2.228,-2.437,-2.736,-3.108,-3.513,-4.066,-4.608,-5.201,-5.667,-6.064,-6.563,-6.910,-7.244,-7.426,-7.503,-7.496
774,-1.738,-1.833,-2.038,-2.224,-2.433,-2.732,-3.104,-3.509,-4.062,-4.604,-5.197,-5.662,-6.059,-6.558,-6.904,-7.230,-7.426,-7.511,-7.476
775,-1.733,-1.828,-2.033,-2.219,-2.428,-2.728,-3.100,-3.504,-4.058,-4.599,-5.192,-5.657,-6.054,-6.552,-6.898,-7.220,-7.416,-7.523,-7.468
776,-1.727,-1.823,-2.027,-2.214,-2.423,-2.722,-3.093,-3.497,-4.050,-4.593,-5.186,-5.654,-6.049,-6.547,-6.897,-7.227,-7.431,-7.533,-7.479
777,-1.723,-1.819,-2.021,-2.211,-2.420,-2.718,-3.091,-3.493,-4.046,-4.590,-5.183,-5.647,-6.043,-6.540,-6.891,-7.209,-7.406,-7.508,-7.462
778,-1.725,-1.820,-2.020,-2.209,-2.419,-2.718,-3.091,-3.493,-4.048,-4.593,-5.184,-5.646,-6.043,-6.544,-6.904,-7.244,-7.461,-7.556,-7.521
779,-1.727,-1.822,-2.022,-2.210,-2.422,-2.721,-3.091,-3.495,-4.051,-4.595,-5.185,-5.645,-6.044,-6.544,-6.900,-7.248,-7.454,-7.563,-7.537
780,-1.741,-1.834,-2.035,-2.223,-2.437,-2.734,-3.104,-3.507,-4.064,-4.608,-5.197,-5.656,-6.057,-6.561,-6.918,-7.265,-7.487,-7.576,-7.570
781,-1.743,-1.837,-2.038,-2.226,-2.436,-2.733,-3.107,-3.508,-4.065,-4.609,-5.199,-5.657,-6.056,-6.561,-6.917,-7.256,-7.488,-7.561,-7.535
782,-1.745,-1.839,-2.041,-2.229,-2.438,-2.738,-3.112,-3.512,-4.067,-4.613,-5.206,-5.660,-6.056,-6.563,-6.909,-7.247,-7.497,-7.530,-7.515
783,-1.743,-1.841,-2.043,-2.232,-2.441,-2.744,-3.115,-3.516,-4.069,-4.616,-5.212,-5.664,-6.061,-6.572,-6.911,-7.251,-7.484,-7.514,-7.512
784,-1.749,-1.847,-2.048,-2.240,-2.450,-2.749,-3.119,-3.522,-4.076,-4.621,-5.213,-5.669,-6.071,-6.580,-6.913,-7.244,-7.474,-7.505,-7.520
785,-1.758,-1.853,-2.056,-2.247,-2.458,-2.756,-3.126,-3.529,-4.085,-4.629,-5.219,-5.671,-6.077,-6.589,-6.925,-7.266,-7.505,-7.549,-7.549
786,-1.768,-1.865,-2.066,-2.257,-2.465,-2.761,-3.135,-3.537,-4.095,-4.638,-5.231,-5.688,-6.094,-6.595,-6.930,-7.273,-7.492,-7.568,-7.554
787,-1.778,-1.876,-2.074,-2.265,-2.472,-2.766,-3.142,-3.546,-4.105,-4.647,-5.240,-5.704,-6.104,-6.594,-6.940,-7.279,-7.487,-7.575,-7.536
788,-1.783,-1.881,-2.079,-2.270,-2.474,-2.769,-3.145,-3.551,-4.111,-4.651,-5.241,-5.705,-6.102,-6.591,-6.932,-7.260,-7.461,-7.546,-7.476
789,-1.789,-1.887,-2.086,-2.276,-2.482,-2.773,-3.150,-3.558,-4.117,-4.657,-5.245,-5.710,-6.102,-6.589,-6.938,-7.276,-7.485,-7.551,-7.510
790,-1.792,-1.892,-2.091,-2.281,-2.488,-2.780,-3.155,-3.564,-4.119,-4.662,-5.251,-5.713,-6.105,-6.594,-6.952,-7.286,-7.475,-7.552,-7.501
791,-1.797,-1.898,-2.099,-2.289,-2.493,-2.786,-3.161,-3.570,-4.127,-4.668,-5.254,-5.711,-6.102,-6.594,-6.946,-7.280,-7.468,-7.542,-7.461
792,-1.806,-1.904,-2.105,-2.296,-2.499,-2.792,-3.166,-3.575,-4.137,-4.674,-5.258,-5.720,-6.113,-6.600,-6.933,-7.283,-7.448,-7.508,-7.438
793,-1.812,-1.909,-2.110,-2.297,-2.501,-2.794,-3.167,-3.579,-4.140,-4.676,-5.261,-5.723,-6.117,-6.610,-6.948,-7.283,-7.441,-7.515,-7.446
794,-1.815,-1.912,-2.113,-2.300,-2.504,-2.795,-3.170,-3.582,-4.142,-4.678,-5.264,-5.728,-6.124,-6.620,-6.960,-7.290,-7.456,-7.523,-7.444
795,-1.817,-1.913,-2.115,-2.304,-2.505,-2.797,-3.173,-3.584,-4.145,-4.683,-5.271,-5.730,-6.119,-6.607,-6.941,-7.248,-7.380,-7.434,-7.372
796,-1.815,-1.914,-2.116,-2.306,-2.505,-2.793,-3.174,-3.585,-4.146,-4.685,-5.276,-5.730,-6.121,-6.618,-6.953,-7.259,-7.418,-7.467,-7.421
797,-1.818,-1.917,-2.118,-2.310,-2.508,-2.796,-3.177,-3.589,-4.150,-4.689,-5.277,-5.732,-6.129,-6.633,-6.958,-7.270,-7.404,-7.472,-7.422
798,-1.822,-1.921,-2.120,-2.313,-2.512,-2.802,-3.181,-3.594,-4.156,-4.693,-5.279,-5.740,-6.139,-6.645,-6.970,-7.282,-7.418,-7.530,-7.454
799,-1.822,-1.927,-2.124,-2.316,-2.513,-2.804,-3.186,-3.598,-4.160,-4.695,-5.284,-5.751,-6.146,-6.650,-6.987,-7.311,-7.480,-7.579,-7.520
800,-1.822,-1.935,-2.130,-2.321,-2.520,-2.807,-3.190,-3.602,-4.167,-4.700,-5.290,-5.762,-6.156,-6.652,-6.995,-7.308,-7.477,-7.569,-7.499
801,-1.826,-1.939,-2.134,-2.325,-2.526,-2.812,-3.194,-3.606,-4.171,-4.705,-5.291,-5.765,-6.162,-6.662,-6.995,-7.317,-7.489,-7.537,-7.498
802,-1.832,-1.938,-2.135,-2.325,-2.528,-2.815,-3.196,-3.608,-4.170,-4.708,-5.292,-5.767,-6.167,-6.667,-6.997,-7.301,-7.468,-7.529,-7.521
803,-1.834,-1.933,-2.134,-2.324,-2.528,-2.815,-3.194,-3.606,-4.165,-4.707,-5.293,-5.766,-6.173,-6.678,-7.022,-7.361,-7.564,-7.621,-7.612
804,-1.837,-1.934,-2.134,-2.324,-2.529,-2.817,-3.196,-3.609,-4.166,-4.709,-5.299,-5.770,-6.175,-6.683,-7.028,-7.377,-7.573,-7.632,-7.597
805,-1.837,-1.935,-2.137,-2.326,-2.530,-2.817,-3.196,-3.611,-4.170,-4.711,-5.307,-5.770,-6.176,-6.691,-7.041,-7.389,-7.606,-7.671,-7.639
806,-1.835,-1.934,-2.138,-2.327,-2.530,-2.815,-3.194,-3.611,-4.174,-4.711,-5.310,-5.769,-6.175,-6.693,-7.035,-7.409,-7.603,-7.635,-7.580
807,-1.836,-1.937,-2.139,-2.329,-2.532,-2.817,-3.197,-3.615,-4.179,-4.715,-5.312,-5.774,-6.180,-6.703,-7.039,-7.417,-7.590,-7.589,-7.551
808,-1.841,-1.948,-2.147,-2.336,-2.535,-2.822,-3.203,-3.619,-4.184,-4.722,-5.314,-5.781,-6.191,-6.710,-7.062,-7.438,-7.614,-7.623,-7.596
809,-1.849,-1.960,-2.158,-2.346,-2.541,-2.829,-3.211,-3.626,-4.191,-4.729,-5.316,-5.786,-6.203,-6.722,-7.055,-7.441,-7.610,-7.619,-7.599
810,-1.853,-1.965,-2.166,-2.355,-2.556,-2.838,-3.224,-3.637,-4.202,-4.735,-5.325,-5.799,-6.215,-6.735,-7.057,-7.454,-7.572,-7.545,-7.518
811,-1.872,-1.985,-2.183,-2.374,-2.575,-2.859,-3.239,-3.658,-4.220,-4.758,-5.352,-5.826,-6.237,-6.757,-7.088,-7.463,-7.604,-7.583,-7.549
812,-1.902,-2.013,-2.208,-2.396,-2.596,-2.888,-3.268,-3.688,-4.247,-4.790,-5.382,-5.849,-6.266,-6.785,-7.119,-7.495,-7.639,-7.609,-7.590
813,-1.929,-2.041,-2.238,-2.423,-2.623,-2.912,-3.302,-3.722,-4.281,-4.816,-5.407,-5.870,-6.302,-6.815,-7.130,-7.504,-7.618,-7.587,-7.611
814,-1.953,-2.071,-2.270,-2.463,-2.658,-2.936,-3.321,-3.748,-4.319,-4.850,-5.438,-5.891,-6.326,-6.850,-7.185,-7.513,-7.676,-7.611,-7.618
815,-1.980,-2.101,-2.295,-2.493,-2.686,-2.962,-3.347,-3.774,-4.351,-4.883,-5.465,-5.918,-6.347,-6.902,-7.224,-7.581,-7.752,-7.667,-7.667
816,-2.007,-2.134,-2.317,-2.511,-2.706,-2.978,-3.375,-3.804,-4.368,-4.896,-5.476,-5.945,-6.369,-6.946,-7.278,-7.605,-7.755,-7.672,-7.702
817,-2.022,-2.146,-2.329,-2.522,-2.717,-2.987,-3.382,-3.816,-4.379,-4.903,-5.483,-5.957,-6.371,-6.932,-7.280,-7.570,-7.732,-7.643,-7.682
818,-2.034,-2.146,-2.337,-2.529,-2.720,-2.998,-3.385,-3.819,-4.393,-4.910,-5.497,-5.967,-6.381,-6.951,-7.289,-7.571,-7.779,-7.720,-7.692
819,-2.032,-2.149,-2.342,-2.532,-2.726,-3.000,-3.390,-3.822,-4.398,-4.913,-5.504,-5.974,-6.391,-6.927,-7.258,-7.529,-7.658,-7.613,-7.638
820,-2.030,-2.149,-2.339,-2.532,-2.726,-2.998,-3.387,-3.822,-4.395,-4.915,-5.503,-5.975,-6.395,-6.922,-7.280,-7.544,-7.681,-7.605,-7.598
821,-2.026,-2.141,-2.333,-2.525,-2.716,-2.990,-3.379,-3.813,-4.390,-4.906,-5.495,-5.975,-6.396,-6.934,-7.305,-7.547,-7.702,-7.604,-7.607
822,-2.021,-2.132,-2.325,-2.519,-2.708,-2.982,-3.373,-3.807,-4.381,-4.902,-5.490,-5.970,-6.393,-6.908,-7.264,-7.530,-7.671,-7.583,-7.609
823,-2.016,-2.130,-2.321,-2.517,-2.706,-2.980,-3.372,-3.807,-4.375,-4.897,-5.485,-5.974,-6.392,-6.908,-7.211,-7.529,-7.679,-7.581,-7.651
824,-2.014,-2.129,-2.320,-2.513,-2.698,-2.974,-3.369,-3.802,-4.371,-4.894,-5.481,-5.969,-6.381,-6.887,-7.165,-7.495,-7.654,-7.549,-7.582
825,-2.007,-2.121,-2.314,-2.505,-2.692,-2.968,-3.364,-3.795,-4.363,-4.889,-5.476,-5.962,-6.387,-6.895,-7.177,-7.479,-7.682,-7.592,-7.636
826,-2.002,-2.114,-2.306,-2.499,-2.685,-2.964,-3.358,-3.787,-4.355,-4.880,-5.467,-5.958,-6.383,-6.886,-7.181,-7.486,-7.683,-7.568,-7.673
